"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Quebec","2016A000224","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132867","7.21.6.2","20.7","E","","","1"
"2020","Quebec","2016A000224","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132867","7.21.6.2","","F","","","1"
"2021","Quebec","2016A000224","Persons under 18 years in female lone-parent families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132867","7.21.6.2","8.3","E","","","1"
"2015","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","30.1","C","","","1"
"2016","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","27.2","C","","","1"
"2017","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","24.9","C","","","1"
"2018","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","25.2","C","","","1"
"2019","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","24.6","C","","","1"
"2020","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","16.9","C","","","1"
"2021","Quebec","2016A000224","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132882","7.26.6.2","16.7","C","","","1"
"2015","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","15.6","D","","","1"
"2016","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","16.5","D","","","1"
"2017","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","11.3","D","","","1"
"2018","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","12.8","D","","","1"
"2019","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","11.4","D","","","1"
"2020","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","5.4","D","","","1"
"2021","Quebec","2016A000224","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132891","7.29.6.2","9.9","D","","","1"
"2015","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","36.2","C","","","1"
"2016","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","31.7","C","","","1"
"2017","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","31.6","C","","","1"
"2018","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","31.3","C","","","1"
"2019","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","31.9","C","","","1"
"2020","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","23.3","C","","","1"
"2021","Quebec","2016A000224","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132900","7.32.6.2","20.7","C","","","1"
"2015","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","15.1","B","","","1"
"2016","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","13.7","B","","","1"
"2017","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","12.3","B","","","1"
"2018","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","11.8","B","","","1"
"2019","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","10.9","C","","","1"
"2020","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","6.8","C","","","1"
"2021","Ontario","2016A000235","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132909","8.1.6.2","7.7","C","","","1"
"2015","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","18.0","C","","","1"
"2016","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","15.2","C","","","1"
"2017","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","12.2","C","","","1"
"2018","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","12.0","C","","","1"
"2019","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","11.5","D","","","1"
"2020","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","5.6","D","","","1"
"2021","Ontario","2016A000235","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132912","8.2.6.2","6.8","D","","","1"
"2015","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","16.4","B","","","1"
"2016","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","15.0","B","","","1"
"2017","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","14.1","B","","","1"
"2018","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","13.3","B","","","1"
"2019","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","12.1","C","","","1"
"2020","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","8.1","C","","","1"
"2021","Ontario","2016A000235","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132915","8.3.6.2","8.7","C","","","1"
"2015","Ontario","2016A000235","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132918","8.4.6.2","6.1","D","","","1"
"2016","Ontario","2016A000235","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132918","8.4.6.2","6.7","D","","","1"
"2017","Ontario","2016A000235","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132918","8.4.6.2","5.6","D","","","1"
"2018","Ontario","2016A000235","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132918","8.4.6.2","5.7","D","","","1"
